,country,date,annualCPI,annualPS,cid
52,ARGENTINA,2007-12-23,,,ARGENTINA
53,ARGENTINA,2007-12-24,,,ARGENTINA
54,ARGENTINA,2007-12-25,,,ARGENTINA
55,ARGENTINA,2007-12-26,,,ARGENTINA
56,ARGENTINA,2007-12-27,,,ARGENTINA
57,ARGENTINA,2007-12-28,,,ARGENTINA
58,ARGENTINA,2007-12-29,,,ARGENTINA
59,ARGENTINA,2007-12-30,,,ARGENTINA
60,ARGENTINA,2007-12-31,,,ARGENTINA
61,ARGENTINA,2008-01-01,,,ARGENTINA
62,ARGENTINA,2008-01-02,,,ARGENTINA
63,ARGENTINA,2008-01-03,,,ARGENTINA
64,ARGENTINA,2008-01-04,,,ARGENTINA
65,ARGENTINA,2008-01-05,,,ARGENTINA
66,ARGENTINA,2008-01-06,,,ARGENTINA
67,ARGENTINA,2008-01-07,,,ARGENTINA
68,ARGENTINA,2008-01-08,,,ARGENTINA
69,ARGENTINA,2008-01-09,,,ARGENTINA
70,ARGENTINA,2008-01-10,,,ARGENTINA
71,ARGENTINA,2008-01-11,,,ARGENTINA
72,ARGENTINA,2008-01-12,,,ARGENTINA
73,ARGENTINA,2008-01-13,,,ARGENTINA
74,ARGENTINA,2008-01-14,,,ARGENTINA
75,ARGENTINA,2008-01-15,,,ARGENTINA
76,ARGENTINA,2008-01-16,,,ARGENTINA
77,ARGENTINA,2008-01-17,,,ARGENTINA
78,ARGENTINA,2008-01-18,,,ARGENTINA
79,ARGENTINA,2008-01-19,,,ARGENTINA
80,ARGENTINA,2008-01-20,,,ARGENTINA
81,ARGENTINA,2008-01-21,,,ARGENTINA
82,ARGENTINA,2008-01-22,,,ARGENTINA
83,ARGENTINA,2008-01-23,,,ARGENTINA
84,ARGENTINA,2008-01-24,,,ARGENTINA
85,ARGENTINA,2008-01-25,,,ARGENTINA
86,ARGENTINA,2008-01-26,,,ARGENTINA
87,ARGENTINA,2008-01-27,,,ARGENTINA
88,ARGENTINA,2008-01-28,,,ARGENTINA
89,ARGENTINA,2008-01-29,,,ARGENTINA
90,ARGENTINA,2008-01-30,,,ARGENTINA
91,ARGENTINA,2008-01-31,,,ARGENTINA
92,ARGENTINA,2008-02-01,,,ARGENTINA
93,ARGENTINA,2008-02-02,,,ARGENTINA
94,ARGENTINA,2008-02-03,,,ARGENTINA
95,ARGENTINA,2008-02-04,,,ARGENTINA
96,ARGENTINA,2008-02-05,,,ARGENTINA
97,ARGENTINA,2008-02-06,,,ARGENTINA
98,ARGENTINA,2008-02-07,,,ARGENTINA
99,ARGENTINA,2008-02-08,,,ARGENTINA
100,ARGENTINA,2008-02-09,,,ARGENTINA
101,ARGENTINA,2008-02-10,,,ARGENTINA
102,ARGENTINA,2008-02-11,,,ARGENTINA
103,ARGENTINA,2008-02-12,,,ARGENTINA
104,ARGENTINA,2008-02-13,,,ARGENTINA
105,ARGENTINA,2008-02-14,,,ARGENTINA
106,ARGENTINA,2008-02-15,,,ARGENTINA
107,ARGENTINA,2008-02-16,,,ARGENTINA
108,ARGENTINA,2008-02-17,,,ARGENTINA
109,ARGENTINA,2008-02-18,,,ARGENTINA
110,ARGENTINA,2008-02-19,,,ARGENTINA
111,ARGENTINA,2008-02-20,,,ARGENTINA
112,ARGENTINA,2008-02-21,,,ARGENTINA
113,ARGENTINA,2008-02-22,,,ARGENTINA
114,ARGENTINA,2008-02-23,,,ARGENTINA
115,ARGENTINA,2008-02-24,,,ARGENTINA
116,ARGENTINA,2008-02-25,,,ARGENTINA
117,ARGENTINA,2008-02-26,,,ARGENTINA
118,ARGENTINA,2008-02-27,,,ARGENTINA
119,ARGENTINA,2008-02-28,,,ARGENTINA
120,ARGENTINA,2008-02-29,,,ARGENTINA
121,ARGENTINA,2008-03-01,,,ARGENTINA
122,ARGENTINA,2008-03-02,,,ARGENTINA
123,ARGENTINA,2008-03-03,,,ARGENTINA
124,ARGENTINA,2008-03-04,,,ARGENTINA
125,ARGENTINA,2008-03-05,,,ARGENTINA
126,ARGENTINA,2008-03-06,,,ARGENTINA
127,ARGENTINA,2008-03-07,,,ARGENTINA
128,ARGENTINA,2008-03-08,,,ARGENTINA
129,ARGENTINA,2008-03-09,,,ARGENTINA
130,ARGENTINA,2008-03-10,,,ARGENTINA
131,ARGENTINA,2008-03-11,,,ARGENTINA
132,ARGENTINA,2008-03-12,,,ARGENTINA
133,ARGENTINA,2008-03-13,,,ARGENTINA
134,ARGENTINA,2008-03-14,,,ARGENTINA
135,ARGENTINA,2008-03-15,,,ARGENTINA
136,ARGENTINA,2008-03-16,,,ARGENTINA
137,ARGENTINA,2008-03-17,,,ARGENTINA
138,ARGENTINA,2008-03-18,,,ARGENTINA
139,ARGENTINA,2008-03-19,,,ARGENTINA
140,ARGENTINA,2008-03-20,,,ARGENTINA
141,ARGENTINA,2008-03-21,,,ARGENTINA
142,ARGENTINA,2008-03-22,,,ARGENTINA
143,ARGENTINA,2008-03-23,,,ARGENTINA
144,ARGENTINA,2008-03-24,,,ARGENTINA
145,ARGENTINA,2008-03-25,,,ARGENTINA
146,ARGENTINA,2008-03-26,,,ARGENTINA
147,ARGENTINA,2008-03-27,,,ARGENTINA
148,ARGENTINA,2008-03-28,,,ARGENTINA
149,ARGENTINA,2008-03-29,,,ARGENTINA
150,ARGENTINA,2008-03-30,,,ARGENTINA
151,ARGENTINA,2008-03-31,,,ARGENTINA
152,ARGENTINA,2008-04-01,,,ARGENTINA
153,ARGENTINA,2008-04-02,,,ARGENTINA
154,ARGENTINA,2008-04-03,,,ARGENTINA
155,ARGENTINA,2008-04-04,,,ARGENTINA
156,ARGENTINA,2008-04-05,,,ARGENTINA
157,ARGENTINA,2008-04-06,,,ARGENTINA
158,ARGENTINA,2008-04-07,,,ARGENTINA
159,ARGENTINA,2008-04-08,,,ARGENTINA
160,ARGENTINA,2008-04-09,,,ARGENTINA
161,ARGENTINA,2008-04-10,,,ARGENTINA
162,ARGENTINA,2008-04-11,,,ARGENTINA
163,ARGENTINA,2008-04-12,,,ARGENTINA
164,ARGENTINA,2008-04-13,,,ARGENTINA
165,ARGENTINA,2008-04-14,,,ARGENTINA
166,ARGENTINA,2008-04-15,,,ARGENTINA
167,ARGENTINA,2008-04-16,,,ARGENTINA
168,ARGENTINA,2008-04-17,,,ARGENTINA
169,ARGENTINA,2008-04-18,,,ARGENTINA
170,ARGENTINA,2008-04-19,,,ARGENTINA
171,ARGENTINA,2008-04-20,,,ARGENTINA
172,ARGENTINA,2008-04-21,,,ARGENTINA
173,ARGENTINA,2008-04-22,,,ARGENTINA
174,ARGENTINA,2008-04-23,,,ARGENTINA
175,ARGENTINA,2008-04-24,,,ARGENTINA
176,ARGENTINA,2008-04-25,,,ARGENTINA
177,ARGENTINA,2008-04-26,,,ARGENTINA
178,ARGENTINA,2008-04-27,,,ARGENTINA
179,ARGENTINA,2008-04-28,,,ARGENTINA
180,ARGENTINA,2008-04-29,,,ARGENTINA
181,ARGENTINA,2008-04-30,,,ARGENTINA
182,ARGENTINA,2008-05-01,,,ARGENTINA
183,ARGENTINA,2008-05-02,,,ARGENTINA
184,ARGENTINA,2008-05-03,,,ARGENTINA
185,ARGENTINA,2008-05-04,,,ARGENTINA
186,ARGENTINA,2008-05-05,,,ARGENTINA
187,ARGENTINA,2008-05-06,,,ARGENTINA
188,ARGENTINA,2008-05-07,,,ARGENTINA
189,ARGENTINA,2008-05-08,,,ARGENTINA
190,ARGENTINA,2008-05-09,,,ARGENTINA
191,ARGENTINA,2008-05-10,,,ARGENTINA
192,ARGENTINA,2008-05-11,,,ARGENTINA
193,ARGENTINA,2008-05-12,,,ARGENTINA
194,ARGENTINA,2008-05-13,,,ARGENTINA
195,ARGENTINA,2008-05-14,,,ARGENTINA
196,ARGENTINA,2008-05-15,,,ARGENTINA
197,ARGENTINA,2008-05-16,,,ARGENTINA
198,ARGENTINA,2008-05-17,,,ARGENTINA
199,ARGENTINA,2008-05-18,,,ARGENTINA
200,ARGENTINA,2008-05-19,,,ARGENTINA
201,ARGENTINA,2008-05-20,,,ARGENTINA
202,ARGENTINA,2008-05-21,,,ARGENTINA
203,ARGENTINA,2008-05-22,,,ARGENTINA
204,ARGENTINA,2008-05-23,,,ARGENTINA
205,ARGENTINA,2008-05-24,,,ARGENTINA
206,ARGENTINA,2008-05-25,,,ARGENTINA
207,ARGENTINA,2008-05-26,,,ARGENTINA
208,ARGENTINA,2008-05-27,,,ARGENTINA
209,ARGENTINA,2008-05-28,,,ARGENTINA
210,ARGENTINA,2008-05-29,,,ARGENTINA
211,ARGENTINA,2008-05-30,,,ARGENTINA
212,ARGENTINA,2008-05-31,,,ARGENTINA
213,ARGENTINA,2008-06-01,,,ARGENTINA
214,ARGENTINA,2008-06-02,,,ARGENTINA
215,ARGENTINA,2008-06-03,,,ARGENTINA
216,ARGENTINA,2008-06-04,,,ARGENTINA
217,ARGENTINA,2008-06-05,,,ARGENTINA
218,ARGENTINA,2008-06-06,,,ARGENTINA
219,ARGENTINA,2008-06-07,,,ARGENTINA
220,ARGENTINA,2008-06-08,,,ARGENTINA
221,ARGENTINA,2008-06-09,,,ARGENTINA
222,ARGENTINA,2008-06-10,,,ARGENTINA
223,ARGENTINA,2008-06-11,,,ARGENTINA
224,ARGENTINA,2008-06-12,,,ARGENTINA
225,ARGENTINA,2008-06-13,,,ARGENTINA
226,ARGENTINA,2008-06-14,,,ARGENTINA
227,ARGENTINA,2008-06-15,,,ARGENTINA
228,ARGENTINA,2008-06-16,,,ARGENTINA
229,ARGENTINA,2008-06-17,,,ARGENTINA
230,ARGENTINA,2008-06-18,,,ARGENTINA
231,ARGENTINA,2008-06-19,,,ARGENTINA
232,ARGENTINA,2008-06-20,,,ARGENTINA
233,ARGENTINA,2008-06-21,,,ARGENTINA
234,ARGENTINA,2008-06-22,,,ARGENTINA
235,ARGENTINA,2008-06-23,,,ARGENTINA
236,ARGENTINA,2008-06-24,,,ARGENTINA
237,ARGENTINA,2008-06-25,,,ARGENTINA
238,ARGENTINA,2008-06-26,,,ARGENTINA
239,ARGENTINA,2008-06-27,,,ARGENTINA
240,ARGENTINA,2008-06-28,,,ARGENTINA
241,ARGENTINA,2008-06-29,,,ARGENTINA
242,ARGENTINA,2008-06-30,,,ARGENTINA
243,ARGENTINA,2008-07-01,,,ARGENTINA
244,ARGENTINA,2008-07-02,,,ARGENTINA
245,ARGENTINA,2008-07-03,,,ARGENTINA
246,ARGENTINA,2008-07-04,,,ARGENTINA
247,ARGENTINA,2008-07-05,,,ARGENTINA
248,ARGENTINA,2008-07-06,,,ARGENTINA
249,ARGENTINA,2008-07-07,,,ARGENTINA
250,ARGENTINA,2008-07-08,,,ARGENTINA
251,ARGENTINA,2008-07-09,,,ARGENTINA
252,ARGENTINA,2008-07-10,,,ARGENTINA
253,ARGENTINA,2008-07-11,,,ARGENTINA
254,ARGENTINA,2008-07-12,,,ARGENTINA
255,ARGENTINA,2008-07-13,,,ARGENTINA
256,ARGENTINA,2008-07-14,,,ARGENTINA
257,ARGENTINA,2008-07-15,,,ARGENTINA
258,ARGENTINA,2008-07-16,,,ARGENTINA
259,ARGENTINA,2008-07-17,,,ARGENTINA
260,ARGENTINA,2008-07-18,,,ARGENTINA
261,ARGENTINA,2008-07-19,,,ARGENTINA
262,ARGENTINA,2008-07-20,,,ARGENTINA
263,ARGENTINA,2008-07-21,,,ARGENTINA
264,ARGENTINA,2008-07-22,,,ARGENTINA
265,ARGENTINA,2008-07-23,,,ARGENTINA
266,ARGENTINA,2008-07-24,,,ARGENTINA
267,ARGENTINA,2008-07-25,,,ARGENTINA
268,ARGENTINA,2008-07-26,,,ARGENTINA
269,ARGENTINA,2008-07-27,,,ARGENTINA
270,ARGENTINA,2008-07-28,,,ARGENTINA
271,ARGENTINA,2008-07-29,,,ARGENTINA
272,ARGENTINA,2008-07-30,,,ARGENTINA
273,ARGENTINA,2008-07-31,,,ARGENTINA
274,ARGENTINA,2008-08-01,,,ARGENTINA
275,ARGENTINA,2008-08-02,,,ARGENTINA
276,ARGENTINA,2008-08-03,,,ARGENTINA
277,ARGENTINA,2008-08-04,,,ARGENTINA
278,ARGENTINA,2008-08-05,,,ARGENTINA
279,ARGENTINA,2008-08-06,,,ARGENTINA
280,ARGENTINA,2008-08-07,,,ARGENTINA
281,ARGENTINA,2008-08-08,,,ARGENTINA
282,ARGENTINA,2008-08-09,,,ARGENTINA
283,ARGENTINA,2008-08-10,,,ARGENTINA
284,ARGENTINA,2008-08-11,,,ARGENTINA
285,ARGENTINA,2008-08-12,,,ARGENTINA
286,ARGENTINA,2008-08-13,,,ARGENTINA
287,ARGENTINA,2008-08-14,,,ARGENTINA
288,ARGENTINA,2008-08-15,,,ARGENTINA
289,ARGENTINA,2008-08-16,,,ARGENTINA
290,ARGENTINA,2008-08-17,,,ARGENTINA
291,ARGENTINA,2008-08-18,,,ARGENTINA
292,ARGENTINA,2008-08-19,,,ARGENTINA
293,ARGENTINA,2008-08-20,,,ARGENTINA
294,ARGENTINA,2008-08-21,,,ARGENTINA
295,ARGENTINA,2008-08-22,,,ARGENTINA
296,ARGENTINA,2008-08-23,,,ARGENTINA
297,ARGENTINA,2008-08-24,,,ARGENTINA
298,ARGENTINA,2008-08-25,,,ARGENTINA
299,ARGENTINA,2008-08-26,,,ARGENTINA
300,ARGENTINA,2008-08-27,,,ARGENTINA
301,ARGENTINA,2008-08-28,,,ARGENTINA
302,ARGENTINA,2008-08-29,,,ARGENTINA
303,ARGENTINA,2008-08-30,,,ARGENTINA
304,ARGENTINA,2008-08-31,,,ARGENTINA
305,ARGENTINA,2008-09-01,,,ARGENTINA
306,ARGENTINA,2008-09-02,,,ARGENTINA
307,ARGENTINA,2008-09-03,,,ARGENTINA
308,ARGENTINA,2008-09-04,,,ARGENTINA
309,ARGENTINA,2008-09-05,,,ARGENTINA
310,ARGENTINA,2008-09-06,,,ARGENTINA
311,ARGENTINA,2008-09-07,,,ARGENTINA
312,ARGENTINA,2008-09-08,,,ARGENTINA
313,ARGENTINA,2008-09-09,,,ARGENTINA
314,ARGENTINA,2008-09-10,,,ARGENTINA
315,ARGENTINA,2008-09-11,,,ARGENTINA
316,ARGENTINA,2008-09-12,,,ARGENTINA
317,ARGENTINA,2008-09-13,,,ARGENTINA
318,ARGENTINA,2008-09-14,,,ARGENTINA
319,ARGENTINA,2008-09-15,,,ARGENTINA
320,ARGENTINA,2008-09-16,,,ARGENTINA
321,ARGENTINA,2008-09-17,,,ARGENTINA
322,ARGENTINA,2008-09-18,,,ARGENTINA
323,ARGENTINA,2008-09-19,,,ARGENTINA
324,ARGENTINA,2008-09-20,,,ARGENTINA
325,ARGENTINA,2008-09-21,,,ARGENTINA
326,ARGENTINA,2008-09-22,,,ARGENTINA
327,ARGENTINA,2008-09-23,,,ARGENTINA
328,ARGENTINA,2008-09-24,,,ARGENTINA
329,ARGENTINA,2008-09-25,,,ARGENTINA
330,ARGENTINA,2008-09-26,,,ARGENTINA
331,ARGENTINA,2008-09-27,,,ARGENTINA
332,ARGENTINA,2008-09-28,,,ARGENTINA
333,ARGENTINA,2008-09-29,,,ARGENTINA
334,ARGENTINA,2008-09-30,,,ARGENTINA
335,ARGENTINA,2008-10-01,8.692772,,ARGENTINA
336,ARGENTINA,2008-10-02,8.692772,,ARGENTINA
337,ARGENTINA,2008-10-03,8.692772,,ARGENTINA
338,ARGENTINA,2008-10-04,8.692772,,ARGENTINA
339,ARGENTINA,2008-10-05,8.692772,,ARGENTINA
340,ARGENTINA,2008-10-06,8.692772,,ARGENTINA
341,ARGENTINA,2008-10-07,8.692772,,ARGENTINA
342,ARGENTINA,2008-10-08,8.692772,,ARGENTINA
343,ARGENTINA,2008-10-09,8.692772,,ARGENTINA
344,ARGENTINA,2008-10-10,8.692772,,ARGENTINA
345,ARGENTINA,2008-10-11,8.692772,,ARGENTINA
346,ARGENTINA,2008-10-12,8.692772,,ARGENTINA
347,ARGENTINA,2008-10-13,8.692772,,ARGENTINA
348,ARGENTINA,2008-10-14,8.692772,,ARGENTINA
349,ARGENTINA,2008-10-15,8.692772,,ARGENTINA
350,ARGENTINA,2008-10-16,8.692772,,ARGENTINA
351,ARGENTINA,2008-10-17,8.692772,,ARGENTINA
352,ARGENTINA,2008-10-18,8.692772,,ARGENTINA
353,ARGENTINA,2008-10-19,8.692772,,ARGENTINA
354,ARGENTINA,2008-10-20,8.692772,,ARGENTINA
355,ARGENTINA,2008-10-21,8.692772,,ARGENTINA
356,ARGENTINA,2008-10-22,8.692772,,ARGENTINA
357,ARGENTINA,2008-10-23,8.692772,,ARGENTINA
358,ARGENTINA,2008-10-24,8.692772,,ARGENTINA
359,ARGENTINA,2008-10-25,8.692772,,ARGENTINA
360,ARGENTINA,2008-10-26,8.692772,,ARGENTINA
361,ARGENTINA,2008-10-27,8.692772,,ARGENTINA
362,ARGENTINA,2008-10-28,8.692772,,ARGENTINA
363,ARGENTINA,2008-10-29,8.692772,,ARGENTINA
364,ARGENTINA,2008-10-30,8.692772,,ARGENTINA
365,ARGENTINA,2008-10-31,8.692772,24.608284,ARGENTINA
366,ARGENTINA,2008-11-01,8.418799,24.516039,ARGENTINA
367,ARGENTINA,2008-11-02,8.418799,24.535381,ARGENTINA
368,ARGENTINA,2008-11-03,8.418799,24.58871,ARGENTINA
369,ARGENTINA,2008-11-04,8.418799,24.742466,ARGENTINA
370,ARGENTINA,2008-11-05,8.418799,24.833538,ARGENTINA
371,ARGENTINA,2008-11-06,8.418799,24.89299,ARGENTINA
372,ARGENTINA,2008-11-07,8.418799,24.946064,ARGENTINA
373,ARGENTINA,2008-11-08,8.418799,24.923443,ARGENTINA
374,ARGENTINA,2008-11-09,8.418799,24.927126,ARGENTINA
375,ARGENTINA,2008-11-10,8.418799,24.936361,ARGENTINA
376,ARGENTINA,2008-11-11,8.418799,25.011717,ARGENTINA
377,ARGENTINA,2008-11-12,8.418799,25.080624,ARGENTINA
378,ARGENTINA,2008-11-13,8.418799,25.147,ARGENTINA
379,ARGENTINA,2008-11-14,8.418799,25.20564,ARGENTINA
380,ARGENTINA,2008-11-15,8.418799,25.213568,ARGENTINA
381,ARGENTINA,2008-11-16,8.418799,25.22728,ARGENTINA
382,ARGENTINA,2008-11-17,8.418799,25.239908,ARGENTINA
383,ARGENTINA,2008-11-18,8.418799,25.292326,ARGENTINA
384,ARGENTINA,2008-11-19,8.418799,25.33921,ARGENTINA
385,ARGENTINA,2008-11-20,8.418799,25.38065,ARGENTINA
386,ARGENTINA,2008-11-21,8.418799,25.419098,ARGENTINA
387,ARGENTINA,2008-11-22,8.418799,25.421894,ARGENTINA
388,ARGENTINA,2008-11-23,8.418799,25.428778,ARGENTINA
389,ARGENTINA,2008-11-24,8.418799,25.442682,ARGENTINA
390,ARGENTINA,2008-11-25,8.418799,25.492485,ARGENTINA
391,ARGENTINA,2008-11-26,8.418799,25.529495,ARGENTINA
392,ARGENTINA,2008-11-27,8.418799,25.559284,ARGENTINA
393,ARGENTINA,2008-11-28,8.418799,25.586802,ARGENTINA
394,ARGENTINA,2008-11-29,8.418799,25.574547,ARGENTINA
395,ARGENTINA,2008-11-30,8.418799,25.529856,ARGENTINA
396,ARGENTINA,2008-12-01,7.8667884,25.49995,ARGENTINA
397,ARGENTINA,2008-12-02,7.8667884,25.493448,ARGENTINA
398,ARGENTINA,2008-12-03,7.8667884,25.471943,ARGENTINA
399,ARGENTINA,2008-12-04,7.8667884,25.431482,ARGENTINA
400,ARGENTINA,2008-12-05,7.8667884,25.400944,ARGENTINA
401,ARGENTINA,2008-12-06,7.8667884,25.337654,ARGENTINA
402,ARGENTINA,2008-12-07,7.8667884,25.279974,ARGENTINA
403,ARGENTINA,2008-12-08,7.8667884,25.244717,ARGENTINA
404,ARGENTINA,2008-12-09,7.8667884,25.220371,ARGENTINA
405,ARGENTINA,2008-12-10,7.8667884,25.189316,ARGENTINA
406,ARGENTINA,2008-12-11,7.8667884,25.127707,ARGENTINA
407,ARGENTINA,2008-12-12,7.8667884,25.072908,ARGENTINA
408,ARGENTINA,2008-12-13,7.8667884,25.012966,ARGENTINA
409,ARGENTINA,2008-12-14,7.8667884,24.935019,ARGENTINA
410,ARGENTINA,2008-12-15,7.8667884,24.879162,ARGENTINA
411,ARGENTINA,2008-12-16,7.8667884,24.827568,ARGENTINA
412,ARGENTINA,2008-12-17,7.8667884,24.768492,ARGENTINA
413,ARGENTINA,2008-12-18,7.8667884,24.698952,ARGENTINA
414,ARGENTINA,2008-12-19,7.8667884,24.629646,ARGENTINA
415,ARGENTINA,2008-12-20,7.8667884,24.5371,ARGENTINA
416,ARGENTINA,2008-12-21,7.8667884,24.45206,ARGENTINA
417,ARGENTINA,2008-12-22,7.8667884,24.399899,ARGENTINA
418,ARGENTINA,2008-12-23,7.8667884,24.351904,ARGENTINA
419,ARGENTINA,2008-12-24,7.8667884,24.300158,ARGENTINA
420,ARGENTINA,2008-12-25,7.8667884,24.21957,ARGENTINA
421,ARGENTINA,2008-12-26,7.8667884,24.136248,ARGENTINA
422,ARGENTINA,2008-12-27,7.8667884,24.056156,ARGENTINA
423,ARGENTINA,2008-12-28,7.8667884,23.96962,ARGENTINA
424,ARGENTINA,2008-12-29,7.8667884,23.928917,ARGENTINA
425,ARGENTINA,2008-12-30,7.8667884,23.889786,ARGENTINA
426,ARGENTINA,2008-12-31,7.8667884,23.847624,ARGENTINA
427,ARGENTINA,2009-01-01,7.237359,23.778381,ARGENTINA
428,ARGENTINA,2009-01-02,7.237359,23.718708,ARGENTINA
429,ARGENTINA,2009-01-03,7.237359,23.654518,ARGENTINA
430,ARGENTINA,2009-01-04,7.237359,23.593058,ARGENTINA
431,ARGENTINA,2009-01-05,7.237359,23.565042,ARGENTINA
432,ARGENTINA,2009-01-06,7.237359,23.547709,ARGENTINA
433,ARGENTINA,2009-01-07,7.237359,23.528702,ARGENTINA
434,ARGENTINA,2009-01-08,7.237359,23.494846,ARGENTINA
435,ARGENTINA,2009-01-09,7.237359,23.468208,ARGENTINA
436,ARGENTINA,2009-01-10,7.237359,23.425533,ARGENTINA
437,ARGENTINA,2009-01-11,7.237359,23.383957,ARGENTINA
438,ARGENTINA,2009-01-12,7.237359,23.350151,ARGENTINA
439,ARGENTINA,2009-01-13,7.237359,23.35094,ARGENTINA
440,ARGENTINA,2009-01-14,7.237359,23.353884,ARGENTINA
441,ARGENTINA,2009-01-15,7.237359,23.350183,ARGENTINA
442,ARGENTINA,2009-01-16,7.237359,23.351881,ARGENTINA
443,ARGENTINA,2009-01-17,7.237359,23.321634,ARGENTINA
444,ARGENTINA,2009-01-18,7.237359,23.298307,ARGENTINA
445,ARGENTINA,2009-01-19,7.237359,23.29608,ARGENTINA
446,ARGENTINA,2009-01-20,7.237359,23.299343,ARGENTINA
447,ARGENTINA,2009-01-21,7.237359,23.297842,ARGENTINA
448,ARGENTINA,2009-01-22,7.237359,23.288641,ARGENTINA
449,ARGENTINA,2009-01-23,7.237359,23.273533,ARGENTINA
450,ARGENTINA,2009-01-24,7.237359,23.239738,ARGENTINA
451,ARGENTINA,2009-01-25,7.237359,23.209702,ARGENTINA
452,ARGENTINA,2009-01-26,7.237359,23.208296,ARGENTINA
453,ARGENTINA,2009-01-27,7.237359,23.213764,ARGENTINA
454,ARGENTINA,2009-01-28,7.237359,23.207256,ARGENTINA
455,ARGENTINA,2009-01-29,7.237359,23.198788,ARGENTINA
456,ARGENTINA,2009-01-30,7.237359,23.1866,ARGENTINA
457,ARGENTINA,2009-01-31,7.237359,23.157015,ARGENTINA
458,ARGENTINA,2009-02-01,6.8117356,23.123884,ARGENTINA
459,ARGENTINA,2009-02-02,6.8117356,23.097822,ARGENTINA
460,ARGENTINA,2009-02-03,6.8117356,23.088495,ARGENTINA
461,ARGENTINA,2009-02-04,6.8117356,23.079584,ARGENTINA
462,ARGENTINA,2009-02-05,6.8117356,23.05256,ARGENTINA
463,ARGENTINA,2009-02-06,6.8117356,23.022419,ARGENTINA
464,ARGENTINA,2009-02-07,6.8117356,22.961744,ARGENTINA
465,ARGENTINA,2009-02-08,6.8117356,22.831326,ARGENTINA
466,ARGENTINA,2009-02-09,6.8117356,22.724083,ARGENTINA
467,ARGENTINA,2009-02-10,6.8117356,22.63065,ARGENTINA
468,ARGENTINA,2009-02-11,6.8117356,22.528683,ARGENTINA
469,ARGENTINA,2009-02-12,6.8117356,22.407328,ARGENTINA
470,ARGENTINA,2009-02-13,6.8117356,22.285555,ARGENTINA
471,ARGENTINA,2009-02-14,6.8117356,22.149271,ARGENTINA
472,ARGENTINA,2009-02-15,6.8117356,22.01665,ARGENTINA
473,ARGENTINA,2009-02-16,6.8117356,21.900177,ARGENTINA
474,ARGENTINA,2009-02-17,6.8117356,21.810152,ARGENTINA
475,ARGENTINA,2009-02-18,6.8117356,21.721874,ARGENTINA
476,ARGENTINA,2009-02-19,6.8117356,21.62275,ARGENTINA
